"","Cont-1.tabular","Cont-2.tabular","Cont-3.tabular","PER-2h-A.tabular","PER-2h-B.tabular","PER-2h-C.tabular","PER-6h-A.tabular","PER-6h-B.tabular","PER-6h-C.tabular","PER-24h-A.tabular","PER-24h-B.tabular","PER-24h-C.tabular","cluster"
"dv.10136",-0.425320610053959,-2.17949392622681,-0.864956841204541,0.145200623423079,0.706461216983323,-0.44058615414866,0.600721943848221,0.070773444061464,0.0328698678470971,1.58403973820633,0.342336540344238,0.42795415692021,5
"dv.10361",0.868411125792591,-3.18575307491892,-3.18575307491892,0.165508517229379,0.407918403070644,0.453381951707441,0.55337228450404,0.636425874651587,0.21901586044471,1.18482276021605,0.607309590274808,1.2753397819466,5
"dv.10587",-0.577321072098878,-0.972219977355928,-3.04536716473846,0.0536154402268902,1.00016629417392,0.0494538947145093,0.466905297930494,0.035159988404752,0.387325107652491,1.70401491947819,0.513228835618987,0.385038435993026,5
"dv.119549",-0.60302268409933,-2.51587727820526,-0.856871976628732,0.67982933936164,0.153986103975291,-0.0500530154009136,0.189371357305124,0.342869140500228,0.512536333490478,0.34574875619951,0.793356891213383,1.00812703228858,5
"dv.130558",-2.55450428685864,-0.307034830154178,-2.55450428685864,-0.585007681731165,1.41033619368034,0.155436148459653,1.24986313253547,0.150733488145314,-0.652733209331809,1.12924717487625,1.49972934156912,1.0584388156683,5
"dv.134479",1.62965282976808,-1.23253087583643,-5.12443697984211,0.911220338242901,0.973894721141193,0.61221668220445,-0.0455998270672575,1.57510486812659,0.874471523878174,-0.700303934204637,-0.102544462289228,0.628855115878282,5
"dv.136554",-0.521635510369915,-3.09493182255589,-2.91642917741717,-1.6970161431271,-0.0492616746975365,-0.2574590419154,2.18617685988904,1.52229268836072,1.10545658242833,1.93247570888481,1.06989473817326,0.720436792346849,5
"dv.13772",-1.35577546139579,-1.81635181426706,-1.43664107988941,0.918715477932993,1.24333481377659,0.636560457696488,1.05917205436584,0.501850023685357,0.821686142078526,-0.514949084572189,-0.0117186103826725,-0.0458829190286654,5
"dv.138128",-1.35394349650055,-1.35394349650055,-1.35394349650055,1.11165164652927,0.875112261139961,1.06866801686705,-0.64585664774659,0.0698570458179866,-0.205293587396939,0.0187738322742179,-0.274066941442403,2.0429848634591,5
"dv.142950",-1.02461154124763,-2.4642066245182,-2.4642066245182,1.22604946439241,-1.05256902086394,0.0700284320055387,1.1049611695887,1.27850685248954,0.57589233013132,0.659369157746112,0.488135668521691,1.60265073627264,5
"dv.144764",-1.92643977121602,-0.752649480616769,-4.90769645587507,0.186638556945866,1.39007460209528,0.583202934070318,2.00019210163473,0.513362206912364,0.813605975850002,1.77441067052418,0.443166163122708,-0.117867503447584,5
"dv.157996",-1.67312219489268,-0.808164445031498,-2.02140706166161,-0.600248886165183,1.70866559160329,-1.07038986529452,-0.414966868465818,0.408951676069043,0.158418759739584,2.53567614377203,1.75622296917942,0.0203641811479525,5
"dv.17475",-1.43709305093737,-1.73103725665763,-2.16651833448333,1.07951032298461,1.35625799470483,0.771385225852448,0.914917312933074,0.59755518338828,0.43903277714452,-0.152944492329752,-0.0317639381707977,0.360698255571107,5
"dv.35710",-2.20712745981071,-2.20712745981071,-0.16988913760721,0.593250745042556,-0.364563592151518,0.890760809499331,1.4495521228148,0.83062092250787,1.4685233016865,0.360774786088502,-0.284772711840055,-0.360002326419361,5
"dv.44182",0.520238933374933,-2.17553635894696,-2.17553635894696,0.389786148654593,0.841334355943234,0.187593852623006,0.0687904378288886,-0.959126027026592,0.491747709384681,1.36941149054466,0.866572911146253,0.574722905420264,5
"dv.62664",-1.73788595491912,-0.997761331728619,-1.73788595491912,0.502902446706325,0.422592733161285,0.769294130401891,-0.210896961000561,0.662409959754362,0.524571215882456,0.499415478302052,0.562915357330218,0.740328881028833,5
"dv.62928",0.0942839200763546,-1.93111498048419,-1.93111498048419,0.38889191784765,0.840275059401125,0.432015231085778,0.00539177777325062,0.0143641458270833,0.696708781373531,0.48163200254314,0.639378279119294,0.269288845921169,5
"dv.68914",0.280386919957665,-0.944137592265073,-2.67189497430576,-0.241244581231846,0.818352004464382,0.193834947123826,0.238774728494111,0.656362252659807,0.107399354222414,0.848542924066919,0.594731417088446,0.118892599725116,5
"dv.8401",-2.46351781515832,-2.46351781515832,-2.46351781515832,1.47646262829733,1.55787378527702,1.34727751561316,0.24049538708583,-0.714468819385892,1.03022846465366,0.287115108159822,-0.255509798301375,2.42107917407541,5
