"","Cont-1.tabular","Cont-2.tabular","Cont-3.tabular","Deet-0.25h-1.tabular","Deet-0.25h-2.tabular","Deet-0.25h-3.tabular","Deet-4h-1.tabular","Deet-4h-2.tabular","Deet-4h-3.tabular","Deet-24h-1.tabular","Deet-24h-2.tabular","Deet-24h-3.tabular","cluster"
"dv.10361",0.406442724276816,-2.32421164585427,-2.32421164585427,0.161537180876995,-0.947211579128097,0.48926735969529,0.562009156019765,0.955091391786109,0.878446877895946,0.448723383078118,0.778716419348789,0.915400377858798,3
"dv.10587",-1.2458907390248,-1.4801580251146,-2.88559988317113,1.23825852108674,0.774050768938286,0.680134820057781,0.82812491848701,0.70513673107931,0.713187576488716,-0.115253121139358,0.338617208174997,0.449391224137044,3
"dv.11806",-1.63368374657619,-0.766917285391267,-6.3911496699753,0.515607883728551,0.130577511429602,1.50181598354586,0.29658293222588,1.53050815403744,0.833074368311991,0.679545148293364,2.10035228716033,1.20368643320975,3
"dv.129777",-0.781152574011377,-5.14045753273899,-3.54203995051486,1.09928219266835,1.11203360786054,1.35515980838918,0.881265977801265,1.05213675467147,0.781278665798689,0.517839723624602,1.57104196646568,1.09361135998544,3
"dv.130344",-1.69200681592538,-1.76090983666441,-2.30380417819986,0.344507436430039,-0.200506249516152,0.0244202849414421,1.45889940022773,1.40648463807901,0.192764943248553,-0.174444866447187,1.17987701093311,1.52471823289311,3
"dv.130383",-3.09413167827242,-3.09413167827242,-3.09413167827242,0.278785338414698,1.45241460400013,1.11738791639491,0.537915780086962,0.941679774984252,1.32180746210874,0.516355828193046,1.15062619826612,1.96542213236841,3
"dv.130558",-2.16794462889386,-0.754012946647359,-2.16794462889386,0.728192830916851,1.17597385493756,-0.735265835488017,0.821630380484954,0.709980761669507,0.336016778201452,0.178690288619642,0.881606188061609,0.993076957031518,3
"dv.142950",-1.22909808199239,-2.07957497081423,-2.07957497081423,0.706998322733877,0.0332817094041475,0.191274205323974,0.669666946913035,0.659149999558429,1.16080124047889,0.748816628207837,0.730233600082491,0.488025370918156,3
"dv.152599",-2.16620974809171,-2.1901752311793,-2.30856175712101,0.474997531314393,1.31242832213584,-1.05560848938388,1.4344060749987,0.323257070488262,1.74872114988269,0.780166382949214,-0.0221158117923244,1.66869450579913,3
"dv.19756",-0.0668098814194327,-5.45042634095066,-1.8580262461086,0.716314037647317,-0.266430537053131,0.371264806012304,1.59454352362898,0.491430335291227,0.272676150418725,1.03748260629103,1.67605372418623,1.48192782205602,3
"dv.8401",-2.57793664890883,-2.57793664890883,-2.57793664890883,0.691512388222997,1.00043789579267,2.3025605026558,0.669971795615757,1.25413397708795,1.48705137632885,1.01254592217827,-0.987111931850725,0.302708020694912,3
"dv.94578",-3.41382527920158,-3.63075642767141,-2.61575080789528,0.872162822886164,0.651532291869895,0.404794276214808,2.27201031889733,0.727494427758595,1.20335186281354,0.94923250014223,1.42695436955585,1.15279964462985,3
"dv.95414",-1.16242573932366,-2.63195348267221,-1.56045436351998,0.984356582948173,0.878313543177381,0.131032848498021,0.62376471494685,0.848296170226353,0.527884998164465,-0.161221901257063,0.842710865606913,0.679695763204759,3
