"","Cont-1.tabular","Cont-2.tabular","Cont-3.tabular","Deet-0.25h-1.tabular","Deet-0.25h-2.tabular","Deet-0.25h-3.tabular","Deet-4h-1.tabular","Deet-4h-2.tabular","Deet-4h-3.tabular","Deet-24h-1.tabular","Deet-24h-2.tabular","Deet-24h-3.tabular","cluster"
"dv.163",0,0,0,0,0,0,0,0,0,0,0,0,7
"dv.17740",0.517677822131906,-0.535492197865767,-2.07864521658786,0.21607820921861,-0.143470616310207,0.656794260574621,0.00418436170303949,0.214237256821141,-0.636499621709317,0.0874752713772358,0.934999440963361,0.76266102968324,7
"dv.19732",0.967214046961342,-0.429361221119916,-0.429361221119916,0.178081653063662,0.204758178091292,0.419691554047979,-0.429361221119916,0.15453977961875,-0.0303525141471388,-0.429361221119916,-0.429361221119916,0.252873407963691,7
"dv.19788",-1.09877522511438,-0.295456845570148,-1.86654232685431,1.13348672155419,-0.175428365357751,0.255567779931072,-0.0875974867209672,0.96637910213903,1.05763868478429,0.445814838177974,-0.177090699491177,-0.157996177477835,7
"dv.24660",-0.491725066611669,-0.491725066611669,-0.491725066611669,0.117295409916931,-0.491725066611669,-0.491725066611669,1.19831713113878,0.0938043838580529,-0.491725066611669,1.34581735610469,0.0937502437425155,0.101365874909044,7
"dv.266",0,0,0,0,0,0,0,0,0,0,0,0,7
"dv.27436",0.510526944711186,0.620930613313126,-0.449202083558363,-0.449202083558363,0.18323026897529,0.397141834607772,0.301339667518469,0.133244129223653,-0.449202083558363,0.0995969594423181,-0.449202083558363,-0.449202083558363,7
"dv.43919",2.26175581787301,-0.866909438420787,-0.316485774768364,-0.0208290375762399,-0.866909438420787,-0.26811355984751,0.184632837040611,-0.285553553234639,0.228830386106664,-0.0133322098858377,-0.0560950954049142,0.019009066538791,7
"dv.62664",-0.604989884676918,-0.141730895850475,-0.604989884676918,-0.604989884676918,0.476431391151963,-0.604989884676918,0.45363346408292,0.217475251959023,0.268843683620841,0.16119397779245,0.766738743347684,0.217373922603265,7
"dv.62928",1.07616557575503,-0.186795927985647,-0.186795927985647,-0.186795927985647,-0.186795927985647,0.408078381363952,-0.186795927985647,-0.186795927985647,-0.186795927985647,0.196919394751844,-0.186795927985647,-0.186795927985647,7
"dv.68914",0.75095454654009,-0.0700608760778971,-1.16840344714763,0.0116566913722638,0.438222748473611,-0.570030176773717,0.298536330014749,0.325121431289702,0.10396422131098,-0.0979315432178014,0.201694625693412,-0.223724551477763,7
"dv.7934",0.0822237623773212,0.499100890090506,-0.453132520094342,-0.429686322912962,-0.291107108683601,0.52081433235124,0.0134147890812644,-0.275647397048473,-0.0886757088455763,0.560684166404095,-0.143296093413468,0.00530721069400197,7
"dv.84710",0.364808509958483,1.41585192490976,-1.49136868083564,-0.054143531138414,-0.240101469460181,-0.644544319917899,0.942209823458191,-0.329256243698356,-0.80687927863875,0.768031746853524,-0.224875047247199,0.300266565756475,7
"dv.94560",-0.326940049402096,-0.189887098577247,-1.67098222407705,0.564486587608179,0.582553319670403,0.3449433247768,0.222527886855303,0.115695636089395,0.442627533286505,-0.0599096484367632,-0.106829017092689,0.0817137492992721,7
"dv.97968",-0.630421468603029,-0.630421468603029,-0.630421468603029,-0.630421468603029,-0.630421468603029,-0.630421468603029,1.12032848354698,1.04025214076154,0.475503213335397,1.57363785585264,-0.630421468603029,0.203228586724648,7
