"","Cont-1.tabular","Cont-2.tabular","Cont-3.tabular","Deet-0.25h-1.tabular","Deet-0.25h-2.tabular","Deet-0.25h-3.tabular","Deet-4h-1.tabular","Deet-4h-2.tabular","Deet-4h-3.tabular","Deet-24h-1.tabular","Deet-24h-2.tabular","Deet-24h-3.tabular","cluster"
"dv.10390",-1.67773969786924,-1.67773969786924,-1.67773969786924,0.945768399352469,0.0304198051820164,0.936238752291444,0.135506485670768,0.352530485276781,0.457621282212705,0.751776856004509,0.829577715333502,0.59377931228352,10
"dv.110584",-0.382543008764018,-2.02284309184497,-0.869793447415128,-0.597012912944492,0.539200167152052,0.72722996232887,0.841331050283244,0.704561072913632,0.311613528408562,0.0488341319646493,0.100031562820893,0.599390985096711,10
"dv.11938",-0.0786539513327371,-2.23137323733421,-0.452498044128724,0.906062776866581,0.420013112645261,1.10132106583915,0.0531195725613154,0.831721508251714,-0.227028505519058,-0.230750047444424,0.200937345877534,-0.292871596282404,10
"dv.121252",-1.02418368112329,-0.12974263774382,-1.02418368112329,0.292496266623052,0.0634275930534214,0.00298660611934576,-0.0973150526264019,0.260777269328019,0.357140500098904,-0.0875495726460729,0.788392321535552,0.597754068504585,10
"dv.122809",-0.685771698039165,-0.685771698039165,-0.685771698039165,-0.0793838531749023,-0.0463403697844607,-0.685771698039165,0.607588874775903,1.08454151952242,0.101917351681294,0.173365272764589,0.580057754219025,0.321340242152793,10
"dv.125971",-1.11024909183583,-1.11024909183583,-1.11024909183583,0.326202620048783,0.278107572206295,-0.0807011386640824,0.731616578936878,0.879497643192503,0.0539581731552641,0.0877198834354989,0.630467960509325,0.423877982687027,10
"dv.133139",-0.0209472688868999,-2.53205530842034,-2.53205530842034,1.17777429602786,0.631954995620868,0.997257962855293,-0.217231338943133,1.03998157586605,0.446097884251635,-0.865315210708514,1.11299284747527,0.761544873282259,10
"dv.136553",-0.0751307187965002,-1.75408845207871,-1.75408845207871,-0.0229871178851919,0.131562500076294,0.203514973077666,-0.142141846682263,0.450749185053494,0.114872334924954,0.0524459540881743,1.82774186437444,0.96754977592635,10
"dv.137002",-0.970815092821402,-0.970815092821402,-0.970815092821402,0.352041375816589,-0.0800463626246399,0.0630150865148131,0.961205095945027,0.519269708234537,0.368499813555511,-0.193429581542355,0.934226296002358,-0.0123361534376363,10
"dv.139097",-1.45730479539935,0.12771421814214,-1.45730479539935,1.16621425569371,-0.0797230107286691,-0.607556759736686,0.227049830908965,0.852580370449088,-0.17166530309145,-0.194869671488531,0.9548819449527,0.639983715697425,10
"dv.140515",-1.04992285231106,-1.04714847125993,-1.03411529760153,0.14760147058518,-0.0526032116350743,-0.36858094058451,0.814909042311537,-0.0872457610952191,0.375612079880235,1.08938561478581,0.834608186475148,0.377500140449412,10
"dv.140907",-0.700087397169928,-1.05949761488785,-2.4796344675656,0.267029167651317,0.320286156689788,0.604498683006844,0.265868209580578,0.612799594197129,0.455113905002987,0.0234184920020457,0.989297863415962,0.700907408076724,10
"dv.143344",-0.908996814690274,-0.26640873032262,-1.24016658091739,0.56094214814703,0.73777137160826,0.219086506973031,-1.20028613569689,0.858865622942534,1.01046393959224,0.0203800863678119,0.176480079896365,0.0318685060999,10
"dv.146741",0.80272831212361,-1.2569374605429,-1.70790990086286,0.320720504683893,0.0879490713547559,-0.0795011829725913,0.528051587855535,1.1654778019002,-0.322859719617517,-0.509616351810798,0.37212752919609,0.599769808692575,10
"dv.14806",-0.812369501072961,-0.948401611609382,-1.10567098116731,0.64758544012801,0.274850651698268,0.374564344352073,0.0923560448126572,0.318481185645181,0.689683367208609,-0.17054149095776,0.452395871190351,0.187066679772263,10
