"","Cont-1.tabular","Cont-2.tabular","Cont-3.tabular","Deet-0.25h-1.tabular","Deet-0.25h-2.tabular","Deet-0.25h-3.tabular","Deet-4h-1.tabular","Deet-4h-2.tabular","Deet-4h-3.tabular","Deet-24h-1.tabular","Deet-24h-2.tabular","Deet-24h-3.tabular","cluster"
"dv.119170",-0.297002896758433,0.258901988007859,-1.46912917890973,-0.157860626917332,0.496208434005998,0.665783825530289,1.02325593445275,0.897320302308401,0.415054790969303,-0.22329556043835,-0.892164582805653,-0.717072429445089,6
"dv.129824",0.332181111678533,-0.228395264219494,-0.244324385576499,0.522863873517043,0.362208450478023,1.04569055827802,1.31004516582275,1.63146338007215,0.776098486179293,-0.760575153835687,-3.55349679700639,-1.19375942538775,6
"dv.133047",0.477871780335215,-1.23097728178075,0.937034707649922,-0.564085506001479,-0.0259492927106475,0.815645152942413,0.228739792518999,0.417420935799062,0.12652154179124,1.02958425025844,-2.20466096639579,-0.00714511440663035,6
"dv.133740",0.942820489383184,-1.13749485860092,0.961943791942311,-0.284645080712895,-0.247578200878899,0.953566435789559,0.791462465032362,0.135698008772119,-0.256382056632693,0.0712698383779058,-1.13749485860092,-0.793165973871115,6
"dv.139302",-0.996380331687035,0.659832017144129,0.16784550443614,0.655373822949059,0.743024716568868,1.79142790460567,0.0324515554022051,-0.63573757491059,0.0868772463861998,-0.575279666428715,-0.633084101002623,-1.29635109346331,6
"dv.14050",1.40509036692009,-0.846370101346912,-0.846370101346912,-0.846370101346912,-0.846370101346912,3.46996880679448,-0.846370101346912,2.74227173840763,-0.846370101346912,-0.846370101346912,-0.846370101346912,-0.846370101346912,6
"dv.149583",0.319514711279455,-0.45473522992308,-1.4636547446452,0.801989083840652,1.51904089888225,1.33109209969823,0.222644822379626,-0.0821205045580857,0.0102876859892591,-0.529846043691957,-0.885705635169804,-0.788507144081346,6
"dv.2583",0.344896324321571,0.321911020474775,0.619163025250846,-0.434192439925079,1.633582732624,1.96091213931084,-1.11606231545041,-0.494635812755654,-0.0306456792599503,-0.460049672642828,-0.666724023198054,-1.67815529875006,6
"dv.8618",0.362854961463881,-2.06285067149601,0.470718430997815,0.027182025943647,1.09527287150356,0.578543634837082,0.607711454113845,0.468303452488799,0.187064923409709,-0.483981686348457,-0.467656118478935,-0.783163278434936,6
"dv.96305",-0.228877037932731,-0.871184760276108,-0.871184760276108,-0.0179411221781072,1.09447055945027,1.15519320548168,0.0423689803460778,-0.0503057468841144,0.413860666523239,-0.0933590169698828,-0.0462982758399137,-0.526742691444301,6
