"","Cont-1.tabular","Cont-2.tabular","Cont-3.tabular","Deet-0.25h-1.tabular","Deet-0.25h-2.tabular","Deet-0.25h-3.tabular","Deet-4h-1.tabular","Deet-4h-2.tabular","Deet-4h-3.tabular","Deet-24h-1.tabular","Deet-24h-2.tabular","Deet-24h-3.tabular","cluster"
"dv.11680",-0.0690663262736435,-0.0690663262736435,0.759729589010078,-0.0690663262736435,-0.0690663262736435,-0.0690663262736435,-0.0690663262736435,-0.0690663262736435,-0.0690663262736435,-0.0690663262736435,-0.0690663262736435,-0.0690663262736435,2
"dv.11854",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.11879",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.120694",-0.112842130910994,-0.112842130910994,0.269907457222137,-0.112842130910994,0.520075016931599,-0.112842130910994,-0.112842130910994,-0.112842130910994,-0.112842130910994,-0.112842130910994,-0.112842130910994,0.22559670404521,2
"dv.120703",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.120872",-0.30654434258602,-0.30654434258602,-0.30654434258602,0.547727689044885,-0.30654434258602,0.298066202354736,-0.30654434258602,0.286383307500524,-0.30654434258602,-0.30654434258602,0.836422139591752,0.177211059610238,2
"dv.121462",-0.148678194809965,-0.148678194809965,-0.148678194809965,-0.148678194809965,-0.148678194809965,0.704983665909617,-0.148678194809965,-0.148678194809965,-0.148678194809965,-0.148678194809965,0.43701423376148,0.196105853618592,2
"dv.121608",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.121913",-0.235958254891061,-0.235958254891061,-0.235958254891061,-0.235958254891061,-0.235958254891061,-0.235958254891061,0.308623985871432,-0.235958254891061,0.326570383436402,0.314343497408222,0.346718757805889,0.355451159715486,2
"dv.121988",-0.0901634789302883,-0.0901634789302883,-0.0901634789302883,-0.0901634789302883,0.991798268233173,-0.0901634789302883,-0.0901634789302883,-0.0901634789302883,-0.0901634789302883,-0.0901634789302883,-0.0901634789302883,-0.0901634789302883,2
"dv.124439",-0.29060232495464,-0.29060232495464,-0.29060232495464,-0.29060232495464,-0.29060232495464,0.893322955430792,-0.29060232495464,0.543482222633097,0.107970134940878,0.0991995950789417,-0.29060232495464,0.390241366598768,2
"dv.127094",-0.083634546884273,-0.083634546884273,-0.083634546884273,-0.083634546884273,-0.083634546884273,0.521169848004917,-0.083634546884273,-0.083634546884273,0.315175620837812,-0.083634546884273,-0.083634546884273,-0.083634546884273,2
"dv.12726",-0.0367848004909397,0.404632805400336,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,2
"dv.129321",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.131486",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.131629",-0.532462336637327,0.0902884968432924,-0.532462336637327,0.789446141561301,0.965825488229346,-0.532462336637327,-0.532462336637327,-0.532462336637327,0.430147296632304,-0.532462336637327,0.96526003024577,-0.046193433688051,2
"dv.132228",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.133115",-0.287332080725203,0.417020453981027,-0.232915229307784,-1.13326864257108,-0.247090189633609,-0.655811439424042,-0.0145190879025412,-0.31761442247317,1.12972085871642,1.096337936348,-0.0355573150547857,0.281029158046766,2
"dv.13321",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.133369",0.417064744325388,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,2
"dv.13364",-0.0367848004909397,0.404632805400336,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,2
"dv.133827",-0.312455590201093,0.768340794051586,-0.131583876556228,-0.365223986121903,-0.620363104077706,-1.49448164118247,-0.52164793934651,-0.296541612594513,0.995904987717164,1.0273712338458,0.8821756618082,0.0685050726576666,2
"dv.134345",-0.52527975958409,0.616127363855102,-0.321720142363789,-0.132737164904095,0.256906195435695,0.326723782782159,-0.44988892875579,0.0776309812164202,0.603604217209511,-0.058779070132462,-0.221206864534563,-0.171380610224093,2
"dv.134600",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.13509",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.135696",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.135715",-0.131792439167735,-0.131792439167735,-0.131792439167735,-0.131792439167735,-0.131792439167735,-0.131792439167735,0.401521172652991,-0.131792439167735,0.430771587502103,-0.131792439167735,-0.131792439167735,0.353839192354518,2
"dv.135897",0.369434256147431,-0.08693288448243,-0.08693288448243,-0.08693288448243,-0.08693288448243,-0.08693288448243,-0.08693288448243,-0.08693288448243,-0.08693288448243,-0.08693288448243,0.499894588676869,-0.08693288448243,2
"dv.136460",0.205495687864865,-0.437315258164542,-0.437315258164542,0.41596889033,0.452980999149597,0.167634397310573,-0.437315258164542,-0.437315258164542,0.125402558619125,0.770776549896479,-0.437315258164542,0.0483172076520688,2
"dv.13673",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.136841",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.136878",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.137190",-0.261619256644478,-0.261619256644478,0.646840635549098,-0.261619256644478,-0.261619256644478,-0.261619256644478,-0.261619256644478,-0.261619256644478,0.967121203745228,-0.261619256644478,0.740611470505975,-0.261619256644478,2
"dv.137420",-0.11456171269973,-0.11456171269973,-0.11456171269973,-0.11456171269973,-0.11456171269973,-0.11456171269973,-0.11456171269973,0.469481726360474,0.676135400636828,-0.11456171269973,-0.11456171269973,-0.11456171269973,2
"dv.137715",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.137770",-0.178723850983749,0.429431704528768,-0.635112604887004,0.554589358401932,-0.00104860514014016,-0.635112604887004,0.278734011156262,-0.0512351688015644,0.246031453120962,0.777559282657284,-0.635112604887004,-0.150000370278741,2
"dv.137951",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.138093",-0.13018462281792,0.312738534440471,-0.13018462281792,-0.13018462281792,0.503977464171795,-0.13018462281792,-0.13018462281792,-0.13018462281792,-0.13018462281792,-0.13018462281792,-0.13018462281792,0.354945606749016,2
"dv.138240",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.138541",-0.0490506035022236,-0.0490506035022236,-0.0490506035022236,-0.0490506035022236,-0.0490506035022236,-0.0490506035022236,-0.0490506035022236,-0.0490506035022236,-0.0490506035022236,-0.0490506035022236,0.539556638524459,-0.0490506035022236,2
"dv.13860",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.138674",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.138676",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.138763",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.138924",0.417064744325388,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,2
"dv.13901",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.13943",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.139701",-0.0632306724955596,0.695537397451155,-0.0632306724955596,-0.0632306724955596,-0.0632306724955596,-0.0632306724955596,-0.0632306724955596,-0.0632306724955596,-0.0632306724955596,-0.0632306724955596,-0.0632306724955596,-0.0632306724955596,2
"dv.139851",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.139996",-0.102260258955392,-0.102260258955392,-0.102260258955392,-0.102260258955392,-0.102260258955392,-0.102260258955392,-0.102260258955392,-0.102260258955392,0.780668439822886,-0.102260258955392,-0.102260258955392,0.241934149731028,2
"dv.140056",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.140069",-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,0.365655508437744,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,2
"dv.140439",0.587896158163546,-0.197523330006875,-0.197523330006875,0.409850400805165,0.43652778023797,-0.197523330006875,-0.197523330006875,-0.197523330006875,-0.197523330006875,-0.197523330006875,-0.197523330006875,0.145912300848322,2
"dv.140578",-0.031226043480348,-0.031226043480348,0.34348647828383,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,2
"dv.140870",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.141645",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.141961",-0.0780398525303299,-0.0780398525303299,0.29789044420603,-0.0780398525303299,-0.0780398525303299,-0.0780398525303299,-0.0780398525303299,-0.0780398525303299,0.482508081097268,-0.0780398525303299,-0.0780398525303299,-0.0780398525303299,2
"dv.142147",-0.17812040816303,0.58326581695358,0.197907468569174,-0.17812040816303,-0.17812040816303,0.424310373629298,-0.17812040816303,-0.17812040816303,0.219479606152188,-0.17812040816303,-0.17812040816303,-0.17812040816303,2
"dv.142289",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.142460",-0.0440379163391249,-0.0440379163391249,0.484417079730372,-0.0440379163391249,-0.0440379163391249,-0.0440379163391249,-0.0440379163391249,-0.0440379163391249,-0.0440379163391249,-0.0440379163391249,-0.0440379163391249,-0.0440379163391249,2
"dv.142476",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.142751",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.143212",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.143236",-0.031226043480348,-0.031226043480348,0.34348647828383,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,2
"dv.143254",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.143483",-0.248714127287542,-0.248714127287542,-0.248714127287542,-0.248714127287542,-0.248714127287542,1.91233156270576,-0.248714127287542,-0.248714127287542,-0.248714127287542,-0.248714127287542,0.574809710169663,-0.248714127287542,2
"dv.143620",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.14428",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.145069",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.14507",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.145284",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.145376",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.145689",-0.0636832953361774,-0.0636832953361774,-0.0636832953361774,-0.0636832953361774,-0.0636832953361774,-0.0636832953361774,-0.0636832953361774,-0.0636832953361774,-0.0636832953361774,-0.0636832953361774,-0.0636832953361774,0.700516248697951,2
"dv.145859",-0.408495094996069,-0.408495094996069,0.130027213847586,0.44419974272812,-0.408495094996069,-0.408495094996069,0.509820992062647,-0.408495094996069,0.381882613110364,-0.0186084002185614,0.174141401283964,0.421011912166222,2
"dv.146064",0.417064744325389,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,-0.0379149767568534,2
"dv.147181",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.14754",-0.031226043480348,-0.031226043480348,0.34348647828383,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,2
"dv.148124",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.14945",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.149549",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.150148",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.150153",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.150334",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.150452",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.150810",-0.0660098352619789,-0.0660098352619789,-0.0660098352619789,-0.0660098352619789,-0.0660098352619789,-0.0660098352619789,-0.0660098352619789,-0.0660098352619789,0.334815871757788,0.325282480861998,-0.0660098352619789,-0.0660098352619789,2
"dv.15084",-0.501430779258228,-0.501430779258228,-0.501430779258228,-0.501430779258228,0.73962932673493,0.103797823975793,0.549332822928753,0.319669841655096,0.380607562226321,-0.501430779258228,0.32223106669143,0.0918854520788184,2
"dv.150900",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.151008",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.151114",0.204945377363252,0.323980023268925,0.528012842968975,-0.11743758262235,-0.11743758262235,-0.11743758262235,-0.11743758262235,-0.11743758262235,-0.11743758262235,-0.11743758262235,-0.11743758262235,-0.11743758262235,2
"dv.151214",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.151294",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.151839",0.396774832340047,-0.0723342771611302,-0.631976446796774,-0.0585145118749377,0.135135467079295,0.185562454251915,-0.193442633935687,-0.070838319136393,0.483715202688907,0.262049712662982,-0.244934670554026,-0.191196809564199,2
"dv.151881",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.153188",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.153554",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.153772",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.153945",-0.459139684291838,0.00509464244972335,-0.459139684291838,-0.459139684291838,1.33110955332475,0.137712891339544,0.293575424474185,0.12283309221334,-0.0649680044129481,0.470340822070591,-0.459139684291838,-0.459139684291838,2
"dv.154230",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.154751",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.156078",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.15616",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.15674",-0.25200334484659,-0.25200334484659,-0.25200334484659,-0.25200334484659,0.382722611821757,0.597889133662622,-0.25200334484659,0.332472955402326,0.311017784751349,0.139920928288076,-0.25200334484659,-0.25200334484659,2
"dv.157030",-0.349591387869033,-0.349591387869033,0.039274626696387,0.494340346171771,0.282716789224045,-0.349591387869033,0.187168153091357,0.234709238971382,0.520961428733238,-0.349591387869033,-0.349591387869033,-0.011213643543019,2
"dv.157222",-0.188919210205682,-0.188919210205682,-0.188919210205682,-0.188919210205682,-0.188919210205682,-0.188919210205682,0.351448682000992,0.399348202101555,0.370296765642436,-0.188919210205682,0.390260031900471,-0.188919210205682,2
"dv.16051",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.161368",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.16274",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.163131",-0.131481911877477,0.304489828610798,-0.131481911877477,-0.131481911877477,-0.131481911877477,-0.131481911877477,-0.131481911877477,-0.131481911877477,0.270844194100985,0.26181220014912,-0.131481911877477,0.214709072158919,2
"dv.16461",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.16556",-0.0518225886821222,0.570048475503345,-0.0518225886821222,-0.0518225886821222,-0.0518225886821222,-0.0518225886821222,-0.0518225886821222,-0.0518225886821222,-0.0518225886821222,-0.0518225886821222,-0.0518225886821222,-0.0518225886821222,2
"dv.16651",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.16747",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.16880",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.17355",-0.234666326382323,-0.234666326382323,-0.234666326382323,0.61897385134317,0.399988370039137,-0.234666326382323,-0.234666326382323,0.349733331773038,0.164670611963146,-0.234666326382323,-0.234666326382323,0.109298119557769,2
"dv.17545",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.17717",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.17776",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.18028",0.295517713320136,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,-0.0268652466654671,2
"dv.18309",0.295517713320135,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,2
"dv.18791",-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,0.365655508437744,-0.0332414098579767,-0.0332414098579767,-0.0332414098579767,2
"dv.18910",-0.242076826572563,-0.242076826572563,-0.242076826572563,-0.242076826572563,-0.242076826572563,0.791092484050794,0.672882609521411,-0.242076826572563,-0.242076826572563,-0.242076826572563,-0.242076826572563,0.714716345580865,2
"dv.19117",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.19285",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.19463",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.19519",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.19979",-0.149428650290342,-0.149428650290342,-0.149428650290342,-0.149428650290342,-0.149428650290342,-0.149428650290342,0.763873836308246,-0.149428650290342,0.73041266659518,-0.149428650290342,-0.149428650290342,-0.149428650290342,2
"dv.20247",-0.0440003989197124,-0.603066469637665,-0.226339881366647,0.00457478994026017,0.0312593888066237,0.00176537514274555,0.566038262468232,-0.0189693268658915,0.0839540497234794,0.341163309063415,-0.0180574387404357,-0.118321659614405,2
"dv.20547",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.20719",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.20896",0.227506869348848,0.346541515254521,0.279836431127423,-0.0948760906367547,-0.0948760906367547,-0.0948760906367547,-0.0948760906367547,-0.0948760906367547,-0.0948760906367547,-0.0948760906367547,-0.0948760906367547,-0.0948760906367547,2
"dv.20918",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.21234",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.21430",-0.0367848004909397,0.404632805400336,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,-0.0367848004909397,2
"dv.21673",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.21695",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.21918",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.21994",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.22084",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.22196",-0.0995981293857411,-0.0995981293857411,-0.0995981293857411,-0.0995981293857411,-0.0995981293857411,0.751431318924233,-0.0995981293857411,-0.0995981293857411,-0.0995981293857411,-0.0995981293857411,-0.0995981293857411,0.244549974933175,2
"dv.22366",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.22490",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.22493",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.22786",-0.177846247546414,-0.177846247546414,-0.177846247546414,-0.177846247546414,0.713874877742963,0.672935014478262,-0.177846247546414,-0.177846247546414,-0.177846247546414,0.2138063356965,-0.177846247546414,-0.177846247546414,2
"dv.22926",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.23089",0.295517713320135,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,-0.0268652466654666,2
"dv.23528",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.23571",-0.031226043480348,-0.031226043480348,0.34348647828383,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,-0.031226043480348,2
"dv.23657",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.23844",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.23878",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.24010",-0.426255446720602,-0.426255446720602,-0.426255446720602,-0.426255446720602,-0.426255446720602,1.01105851011453,-0.426255446720602,-0.426255446720602,0.746739037592649,0.593231321725437,0.160049959194933,0.472709298416671,2
"dv.24022",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.24165",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.24315",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.24799",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.24917",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.25113",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.25446",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.25504",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.25507",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.25956",0,0,0,0,0,0,0,0,0,0,0,0,2
"dv.26355",0,0,0,0,0,0,0,0,0,0,0,0,2
