"","Cont-1.tabular","Cont-2.tabular","Cont-3.tabular","Deet-0.25h-1.tabular","Deet-0.25h-2.tabular","Deet-0.25h-3.tabular","Deet-4h-1.tabular","Deet-4h-2.tabular","Deet-4h-3.tabular","Deet-24h-1.tabular","Deet-24h-2.tabular","Deet-24h-3.tabular","cluster"
"dv.130987",1.11768149669654,1.16218641163868,1.56150413245095,-1.62721633383493,-1.10700453569947,-1.97252315561057,1.85731434858176,1.59012340000728,0.900191488549316,-0.20254969553771,-1.04513515918825,-2.2345723980536,9
"dv.131010",0.377918307302831,0.719646165218633,1.41488449079258,-0.667936142158792,0.230764968987875,-2.20521504643955,0.675088025614842,-0.400457121895228,1.07678476995654,0.979757042943541,0.0819178233904756,-2.28315328371375,9
"dv.132654",1.13405685612116,0.270679316062107,1.96605496068099,-2.16522088337497,-2.16522088337497,-0.359254614508909,1.03715236771531,0.496735983967381,0.020858288501052,0.57706454344807,-0.126263584148483,-0.686642351088729,9
