"","Cont-1.tabular","Cont-2.tabular","Cont-3.tabular","PER-2h-A.tabular","PER-2h-B.tabular","PER-2h-C.tabular","PER-6h-A.tabular","PER-6h-B.tabular","PER-6h-C.tabular","PER-24h-A.tabular","PER-24h-B.tabular","PER-24h-C.tabular","cluster"
"dv.18910",-0.127800662289609,-0.127800662289609,-0.127800662289609,0.385132334715146,-0.127800662289609,0.892874288180941,-0.127800662289609,-0.127800662289609,-0.127800662289609,-0.127800662289609,-0.127800662289609,-0.127800662289609,6
"dv.19117",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.19285",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.19463",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.19519",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.19979",-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,0.536788071445369,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,6
"dv.20547",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.20719",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.20896",0.132503686432811,0.309242331328988,0.20222038322159,0.290793330360946,0.220364839597965,-0.430882291861517,0.0722971516084776,-0.430882291861517,0.154704695169796,-0.430882291861517,0.341402749725491,-0.430882291861517,6
"dv.20918",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.2112",-0.0512757067532377,0.154650349662029,-0.22622546815454,0.410953873050051,-0.126519756410939,0.219068914692675,0.0760719320367524,0.343408289305827,0.119212654379998,-0.490849653246419,-0.00636039068320038,-0.422135037879004,6
"dv.21234",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.21430",-0.326232602558701,0.413892020631804,-0.326232602558701,0.186700394446054,0.325014528900781,-0.326232602558701,0.176946840911293,-0.326232602558701,-0.326232602558701,0.561023987362866,-0.326232602558701,0.29381784309941,6
"dv.21673",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.21695",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.21918",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.21994",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.22084",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.22366",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.22369",-0.23503006186203,0.647710577125135,0.486355764963204,-0.269433653194458,-0.487966027205276,0.281905324835147,-0.332119203356804,0.50048069079314,0.573627705172315,-0.205110192548419,-0.339049469677228,-0.62137145504472,6
"dv.22490",-0.0806012975954142,-0.0806012975954142,-0.0806012975954142,-0.0806012975954142,-0.0806012975954142,0.383434830079565,0.42257814587458,-0.0806012975954142,-0.0806012975954142,-0.0806012975954142,-0.0806012975954142,-0.0806012975954142,6
