"","Cont-1.tabular","Cont-2.tabular","Cont-3.tabular","PER-2h-A.tabular","PER-2h-B.tabular","PER-2h-C.tabular","PER-6h-A.tabular","PER-6h-B.tabular","PER-6h-C.tabular","PER-24h-A.tabular","PER-24h-B.tabular","PER-24h-C.tabular","cluster"
"dv.22493",-0.0526872995202874,-0.0526872995202874,-0.0526872995202874,-0.0526872995202874,-0.0526872995202874,-0.0526872995202874,-0.0526872995202874,-0.0526872995202874,-0.0526872995202874,0.579560294723161,-0.0526872995202874,-0.0526872995202874,6
"dv.22926",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.23089",0.5164371467698,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,6
"dv.23528",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.23571",-0.121312822716462,-0.121312822716462,0.511789852366645,-0.121312822716462,-0.121312822716462,-0.121312822716462,-0.121312822716462,-0.121312822716462,0.701338374797975,-0.121312822716462,-0.121312822716462,-0.121312822716462,6
"dv.23600",-0.27773294335872,-0.27773294335872,-0.27773294335872,-0.27773294335872,1.95132281428179,-0.27773294335872,0.826006619305411,-0.27773294335872,-0.27773294335872,-0.27773294335872,-0.27773294335872,-0.27773294335872,6
"dv.23657",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.23844",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.23878",-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,0.461247823180828,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,6
"dv.24022",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.24165",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.24315",-0.0962022145774566,-0.0962022145774566,-0.0962022145774566,-0.0962022145774566,0.555044916882026,-0.0962022145774566,0.406977228892538,-0.0962022145774566,-0.0962022145774566,-0.0962022145774566,-0.0962022145774566,-0.0962022145774566,6
"dv.24799",-0.170957205110442,-0.170957205110442,-0.170957205110442,0.341975791894313,-0.170957205110442,-0.170957205110442,-0.170957205110442,0.782009272178789,0.41462978192087,-0.170957205110442,-0.170957205110442,-0.170957205110442,6
"dv.24917",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.25113",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.25446",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.25504",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.25507",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.25956",-0.128180751590278,-0.128180751590278,-0.128180751590278,-0.128180751590278,-0.128180751590278,-0.128180751590278,0.374998691879717,-0.128180751590278,0.457406235441034,-0.128180751590278,0.321221836991744,-0.128180751590278,6
"dv.26355",-0.0850689063105574,-0.0850689063105574,-0.0850689063105574,-0.0850689063105574,-0.0850689063105574,0.378967221364422,-0.0850689063105574,0.471721841741155,-0.0850689063105574,-0.0850689063105574,-0.0850689063105574,-0.0850689063105574,6
"dv.26823",-0.0463992290043094,-0.0463992290043094,-0.0463992290043094,-0.0463992290043094,-0.0463992290043094,-0.0463992290043094,-0.0463992290043094,0.510391519047403,-0.0463992290043094,-0.0463992290043094,-0.0463992290043094,-0.0463992290043094,6
"dv.27271",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.27432",-0.0386696773062485,-0.0386696773062485,-0.0386696773062485,-0.0386696773062485,-0.0386696773062485,0.425366450368731,-0.0386696773062485,-0.0386696773062485,-0.0386696773062485,-0.0386696773062485,-0.0386696773062485,-0.0386696773062485,6
"dv.28215",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.28400",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.28463",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.28473",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.28670",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.28796",-0.1059414647598,-0.1059414647598,-0.1059414647598,-0.1059414647598,0.545305666699683,-0.1059414647598,-0.1059414647598,-0.1059414647598,-0.1059414647598,-0.1059414647598,-0.1059414647598,0.514108980898311,6
"dv.28855",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.28972",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.29241",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.29557",-0.143391680474968,-0.143391680474968,-0.143391680474968,-0.143391680474968,0.507855450984514,-0.143391680474968,-0.143391680474968,-0.143391680474968,-0.143391680474968,-0.143391680474968,0.306010908107054,0.476658765183143,6
"dv.29586",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.29719",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.29734",-0.172372643047861,-0.172372643047861,-0.172372643047861,0.707060731231314,-0.172372643047861,-0.172372643047861,-0.172372643047861,0.384418105003851,-0.172372643047861,0.459874951195587,-0.172372643047861,-0.172372643047861,6
"dv.29851",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.29928",0.215820887914422,-0.347565090379906,-0.347565090379906,0.16536790662485,0.303682041079576,0.305912855840966,0.360521758374054,-0.347565090379906,-0.347565090379906,0.284682503863543,0.101837498202116,-0.347565090379906,6
"dv.30204",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.30418",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.30425",-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,0.536788071445369,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,6
"dv.30782",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.30853",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.31172",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.31176",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.31235",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.31682",0.288852398318348,0.320957577829651,-0.462129109672863,0.242250295896486,-0.456574634409969,0.139871221013459,0.00076153471246343,0.320200196318869,0.140422008114196,-0.448356645049214,0.0840254454495142,-0.170280288520948,6
"dv.32173",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.32268",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.32412",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.32417",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.32694",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.32822",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.32924",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.33075",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.33468",-0.112374114725311,-0.112374114725311,-0.112374114725311,-0.112374114725311,-0.112374114725311,1.23611526197842,-0.112374114725311,-0.112374114725311,-0.112374114725311,-0.112374114725311,-0.112374114725311,-0.112374114725311,6
"dv.33500",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.33573",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.33679",-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,0.568379575186602,6
"dv.34077",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.34420",-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,0.461247823180828,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,6
"dv.34569",-0.0793818360043348,-0.0793818360043348,-0.0793818360043348,-0.0793818360043348,-0.0793818360043348,-0.0793818360043348,0.42379760746566,-0.0793818360043348,-0.0793818360043348,-0.0793818360043348,0.370020752577687,-0.0793818360043348,6
"dv.34786",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.35067",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.35862",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.36345",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.37401",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.37555",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.38233",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.39274",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.39995",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.39998",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.40208",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.40295",-0.0386696773062485,-0.0386696773062485,-0.0386696773062485,-0.0386696773062485,-0.0386696773062485,0.425366450368731,-0.0386696773062485,-0.0386696773062485,-0.0386696773062485,-0.0386696773062485,-0.0386696773062485,-0.0386696773062485,6
"dv.41413",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.41786",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.42223",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.42226",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.43195",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.43714",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.43953",-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,0.461247823180828,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,6
"dv.44185",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.45179",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.46900",-0.0616770519325422,0.678447571257963,-0.0616770519325422,-0.0616770519325422,-0.0616770519325422,-0.0616770519325422,-0.0616770519325422,-0.0616770519325422,-0.0616770519325422,-0.0616770519325422,-0.0616770519325422,-0.0616770519325422,6
"dv.50353",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.51057",0.553253698414199,-0.78683998511866,0.101598655895188,0.0925933891605153,-0.78683998511866,0.0101886486182248,-0.0787531363647007,0.307257816274532,0.214200785341865,0.100416604802906,-0.153806604716876,0.426730112811466,6
"dv.51127",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.51128",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.51337",-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,-0.0516708704715092,0.568379575186602,6
"dv.52791",0.477767469463552,-0.0856185088307755,-0.0856185088307755,-0.0856185088307755,-0.0856185088307755,0.378417618844204,-0.0856185088307755,-0.0856185088307755,-0.0856185088307755,-0.0856185088307755,-0.0856185088307755,-0.0856185088307755,6
"dv.52801",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.5309",-0.436035958152306,0.612740379533714,-0.716362923238989,-0.103869590723301,0.281367547093002,-0.19289343837027,0.252565722087708,-0.0797615467770099,-0.416595782900472,0.720790384342336,0.171826332728156,-0.0937711256225642,6
"dv.53102",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.53415",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.53841",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.54999",-0.552768005297237,-0.552768005297237,0.08033466978587,-0.0398350082924814,0.0984791261622453,-0.0887318776222576,0.155318843456723,0.00402274275447523,0.72361468426026,-0.552768005297237,0.219517036289771,0.505583799097107,6
"dv.5537",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.55783",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.56862",-0.208498847739772,-0.208498847739772,-0.208498847739772,1.01734311276493,-0.208498847739772,1.0676453646328,-0.208498847739772,-0.208498847739772,-0.208498847739772,-0.208498847739772,-0.208498847739772,-0.208498847739772,6
"dv.58399",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.58500",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.61773",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.62433",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.63298",-0.114410229473495,-0.114410229473495,-0.114410229473495,0.607265392748967,0.536836901985987,-0.114410229473495,-0.114410229473495,-0.114410229473495,-0.114410229473495,-0.114410229473495,-0.114410229473495,-0.114410229473495,6
"dv.6694",-0.0463992290043094,-0.0463992290043094,-0.0463992290043094,-0.0463992290043094,-0.0463992290043094,-0.0463992290043094,-0.0463992290043094,0.510391519047403,-0.0463992290043094,-0.0463992290043094,-0.0463992290043094,-0.0463992290043094,6
"dv.6699",-0.155213317216838,-0.155213317216838,-0.155213317216838,-0.155213317216838,-0.155213317216838,-0.155213317216838,-0.155213317216838,0.627469934327071,-0.155213317216838,-0.155213317216838,0.92466323784131,-0.155213317216838,6
"dv.7072",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.7281",-0.0739380491601307,-0.0739380491601307,-0.0739380491601307,-0.0739380491601307,-0.0739380491601307,-0.0739380491601307,-0.0739380491601307,-0.0739380491601307,-0.0739380491601307,0.813318540761437,-0.0739380491601307,-0.0739380491601307,6
"dv.77472",-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,0.53678807144537,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,6
"dv.7940",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.8098",-0.0601396351852053,-0.0601396351852053,-0.0601396351852053,0.661535987037257,-0.0601396351852053,-0.0601396351852053,-0.0601396351852053,-0.0601396351852053,-0.0601396351852053,-0.0601396351852053,-0.0601396351852053,-0.0601396351852053,6
"dv.82600",-0.148128323582841,-0.148128323582841,-0.148128323582841,-0.148128323582841,-0.148128323582841,-0.148128323582841,0.559958525171119,-0.148128323582841,-0.148128323582841,-0.148128323582841,0.301274264999181,0.47192212207527,6
"dv.88512",-0.353064389923523,-0.353064389923523,-0.353064389923523,-0.353064389923523,0.756947692756175,0.300413556297349,-0.353064389923523,0.429618861620387,-0.353064389923523,0.279183204319926,-0.353064389923523,0.705287414470821,6
"dv.8857",-0.332631256267736,0.92336408530983,0.300471418815371,-0.332631256267736,-0.332631256267736,0.131404871407243,-0.332631256267736,0.224159491783976,-0.332631256267736,0.299616337975713,0.116771332314286,-0.332631256267736,6
"dv.8878",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.93060",0.737734219120793,-0.793075901070507,0.81144647644472,0.432766059434192,0.478904694269948,-0.793075901070507,-0.793075901070507,1.09032397733497,-0.793075901070507,-0.793075901070507,-0.793075901070507,1.20727997981842,6
"dv.95068",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.95453",-0.114435608189468,0.625689015001037,0.518667066893639,-0.114435608189468,-0.114435608189468,-0.114435608189468,-0.114435608189468,-0.114435608189468,-0.114435608189468,-0.114435608189468,-0.114435608189468,-0.114435608189468,6
"dv.9562",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.96274",-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,0.461247823180828,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,-0.0419316202891662,6
"dv.96649",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.96968",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.96984",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.97113",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.97204",0.5164371467698,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,-0.0469488315245274,6
"dv.9728",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.97302",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.97384",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.97581",-0.422059986656325,-0.422059986656325,0.815989905267311,0.0908730103484308,0.229187144803157,-0.422059986656325,0.0811194568136697,-0.422059986656325,0.400591210858113,0.465196603265242,0.0273426019256973,-0.422059986656325,6
"dv.97707",0.60258875803387,0.796585988829699,0.872073062504192,-0.443489637476846,-0.251660344691433,-0.144490309228759,0.289612444756661,0.160080254393715,-0.342514062184871,-0.277908669777742,-0.715762671117287,-0.545114814041198,6
"dv.97787",-0.315371138749422,-0.315371138749422,-0.315371138749422,0.564062235529754,0.33587599271006,0.148664988925557,0.392715710004537,-0.315371138749422,-0.315371138749422,0.316876455494026,0.134031449832599,-0.315371138749422,6
"dv.9785",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.97905",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.98207",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.98214",-0.05427059428829,-0.05427059428829,-0.05427059428829,-0.05427059428829,0.596976537171191,-0.05427059428829,-0.05427059428829,-0.05427059428829,-0.05427059428829,-0.05427059428829,-0.05427059428829,-0.05427059428829,6
"dv.98305",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.98379",-0.1059414647598,-0.1059414647598,-0.1059414647598,-0.1059414647598,0.545305666699683,-0.1059414647598,-0.1059414647598,-0.1059414647598,-0.1059414647598,-0.1059414647598,-0.1059414647598,0.514108980898311,6
"dv.98402",-0.0794138731074359,-0.0794138731074359,-0.0794138731074359,-0.0794138731074359,-0.0794138731074359,-0.0794138731074359,-0.0794138731074359,0.873552604181795,-0.0794138731074359,-0.0794138731074359,-0.0794138731074359,-0.0794138731074359,6
"dv.98596",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.98627",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.98780",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.98983",-0.0891436454213723,-0.0891436454213723,-0.0891436454213723,0.423789351583383,-0.0891436454213723,-0.0891436454213723,-0.0891436454213723,0.46764710263034,-0.0891436454213723,-0.0891436454213723,-0.0891436454213723,-0.0891436454213723,6
"dv.99062",0,0,0,0,0,0,0,0,0,0,0,0,6
"dv.99087",-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,0.53678807144537,-0.0487989155859427,-0.0487989155859427,-0.0487989155859427,6
"dv.99253",-0.114539399516902,-0.114539399516902,1.25993339468592,-0.114539399516902,-0.114539399516902,-0.114539399516902,-0.114539399516902,-0.114539399516902,-0.114539399516902,-0.114539399516902,-0.114539399516902,-0.114539399516902,6
"dv.99346",-0.100669823292599,-0.100669823292599,-0.100669823292599,-0.100669823292599,0.550577308166883,-0.100669823292599,-0.100669823292599,0.456120924759113,-0.100669823292599,-0.100669823292599,-0.100669823292599,-0.100669823292599,6
"dv.99394",0.280769910183456,-0.511073590714887,0.122029084368219,-0.511073590714887,0.140173540744595,0.142404355505984,-0.00789414724489301,0.0457171573368247,0.31157760679955,0.121174003528561,0.377269260922363,-0.511073590714887,6
"dv.99408",-0.0917208100034586,-0.0917208100034586,-0.0917208100034586,-0.0917208100034586,0.559526321456024,-0.0917208100034586,-0.0917208100034586,-0.0917208100034586,-0.0917208100034586,-0.0917208100034586,0.357681778578563,-0.0917208100034586,6
"dv.99474",-0.0527585562569257,-0.0527585562569257,0.580344118826181,-0.0527585562569257,-0.0527585562569257,-0.0527585562569257,-0.0527585562569257,-0.0527585562569257,-0.0527585562569257,-0.0527585562569257,-0.0527585562569257,-0.0527585562569257,6
"dv.99485",0.409601516016836,0.357882638308998,-0.382241984881507,0.339433637340956,-0.382241984881507,0.0817941427934725,0.480788623076549,0.174548763170205,-0.382241984881507,-0.382241984881507,0.0671606037005152,-0.382241984881507,6
