"","Cont-1.tabular","Cont-2.tabular","Cont-3.tabular","PER-2h-A.tabular","PER-2h-B.tabular","PER-2h-C.tabular","PER-6h-A.tabular","PER-6h-B.tabular","PER-6h-C.tabular","PER-24h-A.tabular","PER-24h-B.tabular","PER-24h-C.tabular","cluster"
"dv.119170",-1.07642923422111,-0.361096044632954,-2.97963821070077,1.28290068895957,0.510608768069375,1.3649422456466,0.289084328216969,0.888180649856258,1.22838136470128,-0.742336777479595,0.0968255963371885,-0.501423374752815,9
"dv.138049",-0.292370223930901,0.396607702105673,-5.89590617216251,1.96326386110191,1.48752952569539,1.47579120556777,0.551506431405464,0.809902507851788,1.24323439617591,-1.31033574878988,-0.500749270930399,0.0715257859097864,9
"dv.151839",0.440290383968117,-0.172513878366494,-0.779676137376373,1.37010666014588,1.05116264056689,-0.0657639135695662,0.397854184995836,0.838528817450271,1.30842643463627,-4.06156355709934,-1.46433879332096,1.13748715796947,9
"dv.15732",-0.442682462181863,1.40882523233002,-2.05790803900288,0.570058531141087,0.713482000882439,1.03998023030717,0.559864149005041,0.00327285712353742,0.857885290634439,-1.42566044475943,-1.16956518736562,-0.0575521581139444,9
"dv.34791",0.494266181533526,1.10638098550901,-0.0664937648460793,0.507160370472191,0.0775358779717434,1.01184928822359,-0.401513395177712,0.77889669961819,1.07294262715966,-2.22997095787646,-0.108885806125868,-2.24216810646179,9
"dv.62417",0.829722915843004,1.33112300004768,-1.73088960375774,0.613661400435786,0.0517459348112501,0.622633068184619,-0.200415577357151,0.197294771113112,0.047324159741283,-0.569895376688247,-0.402243219076881,-0.79006147329672,9
"dv.81106",0.467626082040663,0.485151939194739,-2.42483526957349,0.504429517885741,0.301060134959562,0.109399786950244,-0.18050847279764,0.347090903888041,0.585208340738694,-0.126445629117995,0.0958561510090767,-0.164033485177637,9
