"","Cont-1.tabular","Cont-2.tabular","Cont-3.tabular","PER-2h-A.tabular","PER-2h-B.tabular","PER-2h-C.tabular","PER-6h-A.tabular","PER-6h-B.tabular","PER-6h-C.tabular","PER-24h-A.tabular","PER-24h-B.tabular","PER-24h-C.tabular","cluster"
"dv.10390",-3.01470232163212,-3.01470232163212,-3.01470232163212,1.09561425830176,0.808782592460462,0.817496714760876,0.711008886297106,1.34287567891443,0.582957526090235,1.11909991586387,1.59752547854251,0.968745913665122,3
"dv.131007",-1.8561681582777,-1.8561681582777,-1.8561681582777,1.12148552099893,-1.8561681582777,0.0365595033052593,1.48504117844405,1.23435850475551,-1.8561681582777,2.34059074960204,1.62973714539735,1.43306818888536,3
"dv.131486",-2.6552190309808,-2.6552190309808,-2.6552190309808,1.71844332162627,0.66422094000928,0.829938843756537,1.54736494775198,0.211071864298709,0.838527248831182,1.58700747952785,-0.036679529179267,0.605761976319875,3
"dv.136553",0.0874916138063746,-2.60828367851552,-2.60828367851552,0.438949553032883,0.617341917237999,-0.715556016932561,1.09021468626523,0.606114746172569,0.676779412247891,1.14010720887326,0.566470256625232,0.708653979702167,3
"dv.140907",-0.436176264056912,-1.01865938587916,-3.26612884258362,-0.0287347367542647,0.0533111284064658,0.310861775988243,0.717792574831475,0.18766531052426,0.290872318866219,1.18405209702429,1.340307504127,0.664836519506001,3
"dv.146741",0.258025252165451,-2.74105863562883,-3.48118325881933,1.12254157389699,0.714049962800607,1.25158314617145,0.536094527028171,0.765865039514063,0.70044164646081,0.0392546395533495,0.439086215610765,0.395299891246506,3
"dv.149907",-3.10280992313863,-3.90433258334622,-0.44813840235496,-0.291577076148593,0.177438937669358,0.12974438519517,1.6557867152338,1.71905584889356,0.365670969247507,2.65118365986174,1.18853689177467,-0.140559422887394,3
"dv.15023",-1.44984408403545,-3.05582880399958,-2.80056439027612,0.245334665102234,0.640736660494142,-0.410570321442973,1.45732996449505,1.10036861303153,0.296422489732596,1.98428018334011,0.885510529180353,1.1068244943781,3
"dv.153677",-0.690907137671408,-3.02580248250302,-2.13736384148917,-1.54477960223978,0.293637488487069,0.64935772760752,1.96089734468918,1.08893927778003,0.811137863562062,0.130132423690921,1.22714161386635,1.23760932422023,3
"dv.22196",-3.10248472780687,-3.10248472780687,-3.10248472780687,0.587771361103736,1.10902710685128,1.41673550440429,0.636640631616089,0.934587321133909,1.06575839379336,0.490250837500705,1.79695233233002,1.26973069468722,3
"dv.24991",-1.06989844156863,-2.57647348465247,-1.55030472466575,-0.567778080429314,0.604043000794411,-0.884032582738612,0.215106207293324,0.339591403653579,-0.459221954791362,2.84689801491515,2.03515699501606,1.06691364717362,3
"dv.30569",-0.651542830722715,-1.27481557527698,-4.70570703143423,2.55276682167612,-0.269877697718027,-0.246940262280652,1.40449118017794,1.08918054832153,1.01101899696618,2.13219474780302,-1.07505874403477,0.0342898465225803,3
"dv.37877",-2.83326023184072,-0.957588636076226,-4.06344047119007,0.970242255895791,0.860706189344892,0.468875373744939,0.836756962689816,0.784995802941072,0.351257553938313,1.3349390390754,1.09126690302042,1.15524925845638,3
"dv.3955",-1.68414639736306,-0.873784579830621,-2.487115877917,-0.0917981887942281,0.00386512412929196,-0.317300257147152,0.2990165862865,-0.0892823949188619,-0.371474803884417,1.92771712401021,1.7409614198599,1.94334224556943,3
"dv.6696",-0.20717408466765,-2.39644702793028,-2.39644702793028,0.168875479671277,0.922992943059807,0.551033301795474,0.996789432851746,0.744944824375308,0.105658367106899,1.43381265784381,0.335317300701099,-0.259356166877214,3
"dv.7336",0.35275827926013,-2.68470598959638,-2.68470598959638,0.194429317768515,0.440415384817896,-0.0227100995713876,0.884461804510527,0.211665902420137,0.231087340040939,2.14844192138739,0.863308853787758,0.0655532747708509,3
