"","Cont-1.tabular","Cont-2.tabular","Cont-3.tabular","PER-2h-A.tabular","PER-2h-B.tabular","PER-2h-C.tabular","PER-6h-A.tabular","PER-6h-B.tabular","PER-6h-C.tabular","PER-24h-A.tabular","PER-24h-B.tabular","PER-24h-C.tabular","cluster"
"dv.100953",0.226550571371852,-0.737441153270527,-0.737441153270527,0.141992221008648,1.27397366705301,0.0595874804663579,-0.234261709800533,-0.180650405218815,-0.151854166239215,0.756075150046465,-0.737441153270527,0.320910651123817,2
"dv.110584",0.209679037114156,-2.33739552759997,-0.541109090469334,-1.32690062459784,1.84137218000883,-0.0365154993754944,-0.0169772021922201,0.726990329845503,0.164709867437207,1.10686794435021,-0.161830754240125,0.371109339719072,2
"dv.11938",0.970406272988935,-1.78419475867648,0.462879092559038,-0.198883135575489,0.77972155311688,-0.512364994017774,-0.141912271443762,-0.0252230219593645,-0.496978219062202,0.804965557535289,0.238726664185193,-0.0971427396502618,2
"dv.133139",1.38156960604843,-2.40710973369375,-2.40710973369375,1.87455750887694,2.58444713272417,-1.75363178747288,-1.30337017102962,0.364816439767782,0.298532058249044,1.08838800792514,0.367459650005354,-0.0885489777068562,2
"dv.133827",-0.43001269313937,0.550374997313599,-0.340857296584257,-0.721777214009974,-0.306670241544463,-1.58276480886151,0.105823459094456,0.0685768537050429,-0.750783607813275,2.04544536785326,0.649826619552561,0.712818564433928,2
"dv.133895",0.338750802141679,-1.86996708272152,1.50204413871435,-0.46233940865843,0.684867723586451,-1.32453824592951,-0.1060071233213,0.493585150432347,-1.01701956400466,1.78329621985961,0.264522396291927,-0.287195006390944,2
"dv.134810",-0.0687163907459478,-2.30214101736258,-0.333791616589,0.349923539183481,1.38187931547328,-0.482425262564222,-0.142912813980798,-0.210010403704786,-1.10797190881917,1.81102572297442,1.14705328788661,-0.0419124517512746,2
"dv.140157",-1.71482129160741,-1.71482129160741,-1.71482129160741,-1.71482129160741,3.08587068678045,-0.516540364754733,-0.723001183023439,1.29577314044239,0.0395879399261041,2.60012215327822,-0.219571496997444,1.29704429077811,2
"dv.1448",0.2570068986949,-1.35821867812611,-1.35821867812611,1.57104610933312,1.05751953552598,-1.35821867812611,0.84635378921255,1.92559040355016,-1.35821867812611,2.49179533243996,-1.35821867812611,-1.35821867812611,2
"dv.28501",-1.27161639900396,-0.403195075305966,-0.464434740063128,-0.561249244456997,1.1533409727755,-1.00634694992253,0.838819269063958,-0.85536990040794,-0.792391343555753,2.52967643633593,0.494622017840884,0.338144956700011,2
"dv.35036",-0.608787049509216,0.497003957368392,-0.292131072207999,-0.40096653491498,0.384100150611786,-1.65865190466686,-0.231829393608892,0.00857477808721718,-0.866361832619043,1.45098279923361,0.230020385551953,1.48804571667403,2
"dv.40628",-1.03006257908061,-1.03006257908061,-1.03006257908061,0.0942713561866051,1.98680813580958,0.24608163329196,0.173518811304789,-0.0770961017913798,-0.207411381566173,1.72057034423754,-1.03006257908061,0.183507518849516,2
"dv.5554",-0.532290614024637,-0.532290614024637,-0.532290614024637,1.27627950121023,0.577721468655061,-0.532290614024637,-0.532290614024637,0.561807187368556,-0.532290614024637,1.07023171337625,0.239994427562371,-0.532290614024637,2
